Lon,Lat,Day,E
26.858513,60.484243,6,0.0
24.977225,60.188244,6,0.0
21.82768,61.502983,6,0.0
24.848679,60.270063,6,0.1
23.586064,68.388042,4,0.0
25.131323,60.335779,4,0.08333333333333333
23.624328,60.805252,4,0.0
24.897166,60.202904,4,0.023255813953488372
25.109126,60.475308,4,0.1
24.901308,60.219945,4,0.1
25.052147,60.181006,4,0.023255813953488372
24.94249,60.166867,4,0.023255813953488372
25.826713,60.403012,4,0.0
25.110944,60.402767,4,0.041666666666666664
24.924834,60.179336,4,0.06666666666666667
24.684114,60.158671,4,0.06666666666666667
24.352811,60.308892,4,0.0
23.844926,60.26191,4,0.0
24.504429,60.052152,4,0.0
24.924387,60.178203,4,0.02564102564102564
24.952156,60.153743,4,0.04
24.904671,60.209995,4,0.0
25.041921,60.232542,4,0.08333333333333333
24.010301,60.016412,4,0.0
24.998482,61.072285,4,0.0
24.80084,60.245704,4,0.06666666666666667
24.232276,60.073406,4,0.0
25.046201,62.408118,4,0.0
25.133304,62.031136,4,0.0
24.957341,60.186511,4,0.0625
25.083158,63.298966,4,0.0
24.882861,60.230139,4,0.00558659217877095
24.658413,60.381817,4,0.0
21.976278,61.223894,4,0.0
25.080168,60.415367,1,0.015151515151515152
24.809839,60.217596,1,0.015151515151515152
24.533257,60.136143,1,0.030303030303030304
24.683159,60.205291,1,0.030303030303030304
24.909114,60.155558,6,0.08333333333333333
27.12301,60.560045,6,0.0
23.875785,60.330929,6,0.0
23.899208,60.634974,6,0.0
25.870248,62.238162,4,0.0
24.64438,60.214984,4,0.01639344262295082
24.921539,60.166443,4,0.1
24.158443,60.083781,4,0.1
24.762083,60.170512,4,0.007751937984496124
24.925134,60.152354,4,0.007751937984496124
24.842534,60.278957,4,0.0
24.745168,60.235266,4,0.03225806451612903
24.416333,60.983363,4,0.0
24.901883,60.20279,4,0.038461538461538464
24.748799,60.159227,4,0.013333333333333334
24.86967,60.215633,4,0.013333333333333334
24.675386,60.138546,4,0.00909090909090909
24.876735,60.216984,4,0.00909090909090909
26.771502,60.755626,4,0.0
24.759409,60.178033,4,0.0070921985815602835
24.344692,60.416163,4,0.0
24.927089,60.198933,4,0.024390243902439025
25.088214,60.413338,6,0.09090909090909091
24.878836,60.229954,6,0.09090909090909091
24.743036,60.215246,6,0.029411764705882353
25.071106,60.294007,6,0.029411764705882353
25.033139,60.193153,6,0.1
22.138088,61.321862,6,0.0
24.878842,60.230765,6,0.07142857142857142
26.711317,60.923788,6,0.0
27.573815,62.211536,6,0.0
24.891694,60.209583,6,0.05
25.046841,60.198745,6,0.034482758620689655
25.002843,60.273697,6,0.034482758620689655
24.943783,60.172513,6,0.006369426751592357
24.790015,60.16178,6,0.0
24.74015,60.184835,6,0.02631578947368421
24.950285,60.167458,6,0.02631578947368421
25.030072,60.195085,6,0.1
25.14559,60.220759,6,0.1
24.77336,60.242238,6,0.018867924528301886
23.45401,63.390869,6,0.0
24.836372,60.183719,6,0.037037037037037035
23.527036,60.809084,6,0.0
24.762944,60.164839,6,0.0
24.974131,60.20342,6,0.09090909090909091
24.651305,60.176006,6,0.0136986301369863
24.88093,60.161219,6,0.0136986301369863
24.84825,60.237812,6,0.037037037037037035
25.05212,60.322077,6,0.037037037037037035
24.920366,60.231477,6,0.03333333333333333
24.855267,60.249848,6,0.03333333333333333
25.54594,60.469806,6,0.0
25.60049,60.566529,6,0.0
25.134484,60.205162,6,0.04
21.373312,60.218344,6,0.0
27.124034,60.551627,6,0.0
25.026617,60.191879,6,0.05555555555555555
24.983123,60.285004,6,0.00014150275930380644
24.971643,60.295176,6,0.00014150275930380644
24.798816,60.185405,6,0.01639344262295082
25.026618,60.379729,6,0.01639344262295082
24.948468,60.170132,3,0.0196078431372549
29.083695,61.882771,3,0.0
23.303491,60.048851,5,0.0
24.219027,60.138679,5,0.05
24.325645,60.397904,5,0.0
23.618078,60.797849,5,0.0
24.873695,60.233601,5,0.03225806451612903
25.024825,60.393409,5,0.03225806451612903
24.831432,60.179175,5,0.006578947368421052
24.911141,60.190846,5,0.006578947368421052
24.981953,60.282094,5,0.013157894736842105
25.466463,60.900396,5,0.0
24.6203,60.160438,5,0.0
30.134255,62.795528,5,0.0
24.904345,60.227523,5,0.07692307692307693
24.871455,60.284754,5,0.07692307692307693
25.097204,60.200873,5,0.011363636363636364
24.963469,60.222982,5,0.011363636363636364
24.881278,60.194333,5,0.0625
24.902575,60.224209,5,0.0625
24.362146,60.578878,5,0.0
24.635329,60.414375,5,0.0
24.825651,60.180362,5,0.05263157894736842
24.007588,60.097183,5,0.0
24.770764,60.211471,5,0.037037037037037035
25.039637,60.319733,5,0.037037037037037035
25.005961,60.292875,5,0.0021413276231263384
24.907331,60.165134,5,0.0021413276231263384
22.284385,61.992849,5,0.0
25.491078,60.989213,5,0.0
24.760005,60.235784,5,0.09090909090909091
22.588993,60.647004,5,0.0
24.954445,60.2599,5,0.003436426116838488
24.962753,60.247512,5,0.003436426116838488
29.50097,64.12838,5,0.0
24.838572,60.338354,5,0.001953125
24.65986,60.192074,5,0.025
24.806398,60.262334,5,0.0
24.657408,60.354133,5,0.0
24.670794,60.156831,5,0.09090909090909091
