,Lon,Lat,Day,E
0,26.827458,60.6845,4,0.0
1,24.971637,60.189281,4,0.37499999999999944
2,24.975446,60.383645,4,0.9000000000000001
3,24.848679,60.270063,4,0.9000000000000001
4,22.576275,60.64546,4,0.0
5,21.816837,61.505,4,0.0
6,25.63114,61.073963,4,0.0
7,24.890898,60.204969,4,0.2093023255813947
8,25.096234,60.473412,4,0.9000000000000001
9,24.899423,60.212758,4,0.9000000000000001
10,25.048182,60.184921,4,0.2093023255813947
11,24.94249,60.166867,4,0.2093023255813947
12,25.80714,60.3577,4,0.37499999999999944
13,24.762866,60.191423,4,0.37499999999999944
14,24.91562,60.179419,4,0.5999999999999994
15,24.704863,60.158483,4,0.5999999999999994
16,24.369171,60.31738,4,0.2093023255813947
17,27.711249,61.752992,4,0.0
18,24.475508,60.038469,4,0.2307692307692304
19,24.921447,60.177848,4,0.2307692307692304
20,25.681445,61.297276,4,0.0
21,24.899423,60.212758,4,0.36000000000000004
22,25.032853,60.232735,4,0.7499999999999998
23,23.966544,60.060602,4,0.7499999999999998
24,26.04113,61.219362,4,0.0
25,24.80636,60.262377,4,0.5999999999999994
26,21.729755,60.688729,4,0.0
27,25.046201,62.408118,4,0.0
28,25.28371,60.528646,4,0.5625
29,24.958515,60.188628,4,0.5625
30,24.822183,60.630469,4,0.0502793296089381
31,24.714135,60.195122,4,0.0502793296089381
32,24.82098,60.616869,4,0.3214285714285713
33,25.09285,60.456353,4,0.3214285714285713
34,24.633792,60.923069,3,0.0
35,24.824108,60.210228,3,0.1363636363636359
36,24.581536,60.099004,3,0.2727272727272727
37,24.68843,60.197652,3,0.2727272727272727
38,24.918516,60.156482,4,0.7499999999999998
39,27.12301,60.560045,4,0.0
40,23.746491,60.332552,4,0.243243243243243
41,24.742544,60.302029,4,0.243243243243243
42,24.926484,60.199845,4,0.1475409836065572
43,24.963859,60.25709,4,0.1475409836065572
44,24.923479,60.178896,4,0.9000000000000001
45,24.113214,60.114985,4,0.9000000000000001
46,24.758894,60.181445,4,0.06976744186046491
47,24.938135,60.157257,4,0.06976744186046491
48,22.276023,60.312092,4,0.0
49,25.530047,64.956503,4,0.0
50,25.56436,61.160421,4,0.0
51,24.905608,60.19891,4,0.34615384615384565
52,22.946607,62.960704,4,0.0
53,24.869274,60.220751,4,0.1199999999999997
54,24.668235,60.128522,4,0.08181818181818101
55,24.874939,60.217056,4,0.08181818181818101
56,25.110067,60.335257,4,0.06382978723404181
57,24.823567,61.860212,4,0.0
58,24.330098,60.408038,4,0.21951219512195103
59,24.916998,60.207757,4,0.21951219512195103
60,28.753438,61.206354,4,0.0
61,24.734954,60.161774,4,0.8181818181818181
62,24.724125,60.214392,4,0.26470588235294074
