,Lon,Lat,Day,E
0,26.674522,60.871019,6,0.0
1,24.976213,60.19186,6,0.37499999999999944
2,21.82768,61.502983,6,0.0
3,24.848679,60.270063,6,0.9000000000000001
4,24.671352,60.149797,4,0.7499999999999998
5,25.142833,60.355467,4,0.7499999999999998
6,24.936981,60.159472,4,0.2093023255813947
7,24.896113,60.20452,4,0.2093023255813947
8,24.696444,60.202362,4,0.9000000000000001
9,24.886712,60.213094,4,0.9000000000000001
10,25.051418,60.184846,4,0.2093023255813947
11,24.925533,60.181531,4,0.2093023255813947
12,25.702497,60.327073,4,0.37499999999999944
13,24.790714,60.187613,4,0.37499999999999944
14,24.913851,60.177467,4,0.5999999999999994
15,24.702857,60.1549,4,0.5999999999999994
16,24.631778,60.168254,4,0.2093023255813947
17,25.08588,60.469974,4,0.2093023255813947
18,24.411397,60.085489,4,0.2307692307692304
19,24.927244,60.1801,4,0.2307692307692304
20,24.947518,60.158845,4,0.36000000000000004
21,24.904671,60.209995,4,0.36000000000000004
22,25.024082,60.222394,4,0.7499999999999998
23,26.056043,61.240494,4,0.0
24,25.083391,60.471191,4,0.5999999999999994
25,24.80084,60.245704,4,0.5999999999999994
26,25.679557,60.276406,4,0.10112359550561731
27,25.046201,62.408118,4,0.0
28,24.606565,65.807231,4,0.0
29,24.955604,60.185204,4,0.5625
30,24.777024,60.247875,4,0.0502793296089381
31,24.87871,60.230937,4,0.0502793296089381
32,27.054501,60.657717,4,0.0
33,25.00573,60.938417,4,0.0
34,24.763216,60.191477,1,0.1363636363636359
35,24.82039,60.207499,1,0.1363636363636359
36,24.511134,60.139647,1,0.2727272727272727
37,24.665729,60.197047,1,0.2727272727272727
38,24.909114,60.155558,6,0.7499999999999998
39,25.026408,60.378954,6,0.7499999999999998
40,23.646939,62.591901,6,0.0
41,21.773679,61.242533,6,0.0
42,24.92872,60.219652,4,0.1475409836065572
43,24.954811,60.274314,4,0.1475409836065572
44,24.917846,60.183424,4,0.9000000000000001
45,24.074861,60.102902,4,0.9000000000000001
46,24.75019,60.171988,4,0.06976744186046491
47,24.938135,60.157257,4,0.06976744186046491
48,25.805568,62.23119,4,0.0
49,29.842375,62.767649,4,0.0
50,24.507345,61.14824,4,0.0
51,24.902942,60.198631,4,0.34615384615384565
52,23.839573,64.113625,4,0.0
53,24.880057,60.216922,4,0.1199999999999997
54,24.6823,60.14672,4,0.08181818181818101
55,24.873576,60.214158,4,0.08181818181818101
56,25.078334,60.328913,4,0.06382978723404181
57,22.474608,60.518293,4,0.0
58,24.268088,60.524279,4,0.21951219512195103
59,24.927753,60.197736,4,0.21951219512195103
60,25.084052,60.421416,6,0.8181818181818181
61,24.883829,60.232863,6,0.8181818181818181
62,24.750883,60.816759,6,0.0
63,25.050028,60.298973,6,0.26470588235294074
64,25.030072,60.195085,6,0.9000000000000001
65,24.201617,60.289349,6,0.9000000000000001
66,24.884322,60.232529,6,0.6428571428571426
67,24.440529,61.018767,6,0.0
68,24.206187,60.432222,6,0.45000000000000007
69,24.432198,61.015092,6,0.0
70,25.05542,60.210781,6,0.3103448275862064
71,24.988957,60.264906,6,0.3103448275862064
72,24.948332,60.174242,6,0.0573248407643307
73,22.567185,60.643773,6,0.0
74,24.735681,60.185819,6,0.2368421052631578
75,24.950285,60.167458,6,0.2368421052631578
76,25.035744,60.19951,6,0.9000000000000001
77,25.128626,60.220869,6,0.9000000000000001
78,23.732238,62.606275,6,0.0
79,22.478394,60.417843,6,0.0
80,24.829624,60.174056,6,0.33333333333333304
81,23.527036,60.809084,6,0.0
82,24.775835,60.16201,6,0.8181818181818181
83,24.962287,60.202951,6,0.8181818181818181
84,24.652528,60.179021,6,0.1232876712328767
85,22.721595,63.657685,6,0.0
86,24.850106,60.237881,6,0.33333333333333304
87,24.269695,61.327966,6,0.0
88,24.944338,60.236595,6,0.2999999999999997
89,24.860583,60.252592,6,0.2999999999999997
90,25.27138,60.376985,6,0.42857142857142844
91,27.456944,66.924728,6,0.0
92,25.136526,60.214863,6,0.36000000000000004
93,23.688304,60.067463,6,0.36000000000000004
94,24.779615,60.252538,6,0.4999999999999995
95,25.027913,60.190607,6,0.4999999999999995
96,24.981953,60.282094,6,0.0012735248337342002
97,24.986501,60.288315,6,0.0012735248337342002
98,28.758726,61.162092,6,0.0
99,29.830244,62.61256,6,0.0
100,24.95649,60.169093,3,0.17647058823529413
101,25.536807,64.966847,3,0.0
102,23.303491,60.048851,5,0.45000000000000007
103,24.810997,60.21324,5,0.45000000000000007
104,24.323962,60.401814,5,0.0552147239263797
105,24.510599,60.311643,5,0.0552147239263797
106,24.881627,60.233397,5,0.290322580645161
107,23.747824,61.228213,5,0.0
108,24.816356,60.187201,5,0.059210526315789005
109,24.910602,60.188652,5,0.059210526315789005
110,23.855204,63.086567,5,0.0
111,24.800704,60.269794,5,0.1184210526315789
112,24.628426,60.354179,5,0.6923076923076922
113,24.856003,60.260824,5,0.6923076923076922
114,24.901308,60.219945,5,0.6923076923076922
115,24.375226,61.057277,5,0.0
116,25.087603,60.21036,5,0.10227272727272671
117,26.922745,61.420738,5,0.0
118,23.690541,63.551877,5,0.0
119,24.891922,60.226671,5,0.5625
120,23.198955,61.672497,5,0.0
121,24.635329,60.414375,5,0.8181818181818181
122,24.826799,60.187083,5,0.4736842105263156
123,24.046862,60.129585,5,0.4736842105263156
124,24.76888,60.214791,5,0.33333333333333304
125,25.110308,60.400622,5,0.33333333333333304
126,23.094084,63.097242,5,0.0
127,24.907331,60.165134,5,0.0192719486081367
128,22.576275,60.64546,5,0.0
129,24.466484,61.009248,5,0.0
130,24.959275,60.279756,5,0.8181818181818181
131,21.989058,60.684482,5,0.0
132,24.954277,60.26479,5,0.030927835051545602
133,24.95345,60.251286,5,0.030927835051545602
134,26.572827,60.939221,5,0.0
135,24.745186,60.335211,5,0.017578125
136,24.661176,60.200048,5,0.22500000000000003
137,24.1547,61.095201,5,0.0
138,26.072842,61.262866,5,0.0
139,24.775087,60.371163,5,0.8181818181818181
140,24.896282,60.29998,5,0.19565217391304343
141,25.102203,60.52539,5,0.19565217391304343
142,25.094185,60.505941,5,0.5999999999999994
143,23.591476,62.5779,5,0.0
144,24.947833,60.19452,5,0.0010999755560979001
145,26.004035,61.56424,5,0.0
146,25.353412,64.142279,5,0.0
147,25.072376,60.253245,5,0.19565217391304343
148,24.731715,60.226144,3,0.7499999999999998
149,24.969719,60.165027,3,0.7499999999999998
150,24.974683,60.27077,5,0.0098360655737697
151,24.533547,60.155881,5,0.0098360655737697
152,22.320132,61.24558,5,0.0
153,23.852826,60.098442,5,0.4999999999999995
154,25.114265,60.236687,3,0.45000000000000007
155,27.57539,62.692315,3,0.0
156,24.736661,60.174082,5,0.023255813953487702
157,24.825651,60.180362,5,0.023255813953487702
158,24.947932,60.210618,5,0.9000000000000001
159,24.671495,60.150681,5,0.9000000000000001
160,24.955957,60.169777,5,0.6923076923076922
161,24.576406,60.38678,5,0.6923076923076922
162,24.747546,60.154526,5,0.1999999999999998
163,24.790039,60.172155,5,0.1999999999999998
164,24.853066,60.268827,5,0.0841121495327097
165,26.037175,61.198271,5,0.0
166,24.837778,60.240026,5,0.7499999999999998
167,24.754019,60.190429,5,0.7499999999999998
168,24.949483,60.166296,5,0.9000000000000001
169,24.39111,60.057968,5,0.9000000000000001
170,27.374005,60.493096,5,0.0
171,24.955993,60.190487,5,0.0517241379310344
172,25.104143,60.458149,5,0.5625
173,24.989279,60.246519,5,0.5625
174,24.848651,60.234737,5,0.18000000000000002
175,25.037958,60.267008,5,0.18000000000000002
176,24.923431,60.241639,5,0.0849056603773581
177,24.931691,60.169022,5,0.0849056603773581
178,24.138907,67.622602,7,0.0
179,24.900308,60.163162,7,0.6428571428571426
180,24.967426,60.556143,5,0.6428571428571426
181,24.897628,60.24,5,0.6428571428571426
182,24.973114,60.204402,5,0.4090909090909086
183,25.47286,60.894982,5,0.0
184,24.657683,60.922258,5,0.0
185,25.022216,60.398929,5,0.6428571428571426
186,25.009372,60.269224,5,0.2999999999999997
187,24.888152,60.21239,5,0.2999999999999997
188,24.664661,60.151715,5,0.7499999999999998
189,24.202026,60.435369,5,0.7499999999999998
190,24.845288,60.255149,5,0.4090909090909086
191,24.960511,60.284757,5,0.4090909090909086
192,25.088293,60.284899,5,0.8181818181818181
193,26.06469,60.572047,5,0.8181818181818181
194,24.744412,60.187647,5,0.1084337349397587
195,24.780382,60.218579,5,0.1084337349397587
196,23.625227,60.814773,5,0.0
197,25.142025,60.341416,5,0.21428571428571422
198,24.977309,60.18262,5,0.4090909090909086
199,25.545271,60.410368,5,0.4090909090909086
200,24.958282,60.185869,5,0.0891089108910891
201,24.872358,60.241841,5,0.0891089108910891
202,25.059614,60.198577,5,0.7499999999999998
203,23.606421,60.048229,5,0.7499999999999998
204,24.953981,60.181875,5,0.6923076923076922
205,22.010662,62.976271,5,0.0
206,24.735604,60.238887,5,0.5625
207,24.955128,60.160363,5,0.5625
208,25.420704,60.724371,5,0.5625
209,25.074326,60.35079,5,0.5625
210,25.057749,60.202563,5,0.36000000000000004
211,24.57613,60.18208,5,0.36000000000000004
212,25.10888,60.398859,7,0.13043478260869562
213,25.041951,60.276255,7,0.13043478260869562
214,25.152812,60.254663,7,0.36000000000000004
215,24.764278,60.301489,7,0.36000000000000004
216,24.945527,60.18406,7,0.2571428571428565
217,24.665167,60.180081,7,0.2571428571428565
218,24.97885,60.259287,7,0.5999999999999994
219,25.0372,60.20021,7,0.5999999999999994
220,22.943822,61.977213,7,0.0
221,26.840183,61.047198,7,0.0
222,24.14535,61.457376,7,0.0
223,25.234392,60.2768,7,0.1451612903225805
224,25.042781,60.323014,7,0.26470588235294074
225,25.020032,60.253486,7,0.26470588235294074
226,24.607581,60.260147,7,0.12499999999999921
227,24.937064,60.169246,7,0.12499999999999921
228,24.94249,60.166867,7,0.45000000000000007
229,26.370585,63.170523,7,0.0
230,25.427177,65.071688,7,0.0
231,24.932408,60.161324,7,0.42857142857142844
232,25.111755,60.485892,7,0.7499999999999998
233,24.766793,60.568181,7,0.7499999999999998
234,29.50097,64.12838,7,0.0
235,25.098332,60.4873,7,0.0857142857142855
236,24.762794,60.199233,7,0.031141868512110298
237,24.801621,60.182143,7,0.031141868512110298
238,24.687296,60.264641,7,0.027190332326283304
239,24.720853,60.234974,7,0.027190332326283304
240,24.855604,60.263189,7,0.18000000000000002
241,24.522469,60.262702,7,0.18000000000000002
242,24.921248,60.161096,7,0.45000000000000007
243,24.90109,60.241637,7,0.45000000000000007
244,27.188846,60.566709,7,0.0
245,25.479362,65.023906,7,0.0
246,25.072091,60.269711,4,0.4999999999999995
247,24.065289,60.279217,4,0.4999999999999995
248,24.943562,60.167399,4,0.1046511627906969
249,30.930392,62.674704,4,0.0
250,25.522592,61.180616,4,0.0
251,26.038111,60.378882,4,0.4736842105263156
252,24.742598,60.160847,4,0.243243243243243
253,25.536226,61.175377,4,0.0
254,24.812905,60.262833,4,0.4999999999999995
255,24.542448,60.314796,4,0.4999999999999995
256,24.897547,60.204277,4,0.5625
257,26.340854,60.897381,4,0.0
258,24.828559,60.263819,4,0.39130434782608686
259,23.982127,61.481347,4,0.0
260,24.856711,60.156367,4,0.6923076923076922
261,23.649302,60.078118,4,0.6923076923076922
262,24.990667,60.239059,4,0.5625
263,24.762354,60.201329,4,0.5625
264,24.813637,60.17885,4,0.1551724137931032
265,24.392041,60.975139,4,0.0
266,24.396557,60.976205,4,0.0
267,25.533779,64.961791,4,0.0
268,24.269695,61.327966,4,0.0
269,23.695524,63.545381,4,0.0
270,25.058597,60.195199,4,0.1184210526315789
271,24.92841,60.187031,4,0.1184210526315789
272,24.863709,60.221437,4,0.054878048780487305
273,24.929606,60.176205,4,0.054878048780487305
274,24.837778,60.240026,4,0.2727272727272727
275,25.076508,60.198955,4,0.2727272727272727
276,28.644657,62.400538,4,0.0
277,25.444055,60.32879,4,0.37499999999999944
278,24.636937,60.502325,4,0.8181818181818181
279,25.080028,60.394162,4,0.8181818181818181
280,24.974131,60.20342,4,0.5999999999999994
281,23.71939,61.170523,4,0.0
282,24.893085,60.24907,4,0.12676056338028152
283,24.035621,60.060096,4,0.12676056338028152
284,25.588553,65.036664,4,0.0
285,25.35027,60.326933,4,0.18367346938775492
286,25.100987,60.239751,4,0.4999999999999995
287,25.123717,60.490237,4,0.4999999999999995
288,25.026761,60.396812,4,0.6923076923076922
289,26.927538,60.462948,4,0.0
290,24.877232,60.25154,4,0.4999999999999995
291,24.742979,60.235542,4,0.4999999999999995
292,25.291166,60.29921,4,0.6428571428571426
293,24.958433,60.216038,4,0.6428571428571426
294,23.915002,60.040314,4,0.6923076923076922
295,24.647387,60.275154,4,0.6923076923076922
296,25.102385,60.28765,4,0.6428571428571426
297,23.592235,62.58012,4,0.0
298,24.897166,60.202904,4,0.0749999999999997
299,24.978654,60.182014,4,0.0749999999999997
300,24.832277,60.325849,4,0.8181818181818181
301,24.770682,60.248699,4,0.8181818181818181
302,25.749074,60.976938,4,0.0
303,24.91562,60.179419,4,0.2307692307692304
304,25.057102,60.166176,4,0.9000000000000001
305,23.635159,60.803442,4,0.0
306,25.040146,60.321487,4,0.6428571428571426
307,24.94543,60.15711,4,0.6428571428571426
308,25.065257,60.179701,4,0.5625
309,25.077007,60.357861,4,0.5625
310,24.973126,60.210348,4,0.1153846153846152
311,25.024377,60.276645,4,0.1153846153846152
312,25.06388,60.353786,5,0.13043478260869562
313,24.780793,60.174531,5,0.13043478260869562
314,26.025269,64.81166,3,0.0
315,25.757317,60.548174,3,0.5999999999999994
316,25.119583,60.464981,5,0.9000000000000001
317,25.071897,60.265638,5,0.9000000000000001
318,22.174407,62.40903,3,0.0
319,24.848679,60.270063,3,0.039823008849557105
320,24.860533,60.333802,3,0.0749999999999997
321,24.854219,60.249805,3,0.0749999999999997
322,24.75671,60.209899,3,0.0253521126760563
323,22.593859,62.728181,3,0.0
324,23.722606,59.95099,3,0.7499999999999998
325,23.087414,61.762563,3,0.0
326,25.035744,60.19951,7,0.2571428571428565
327,25.061013,60.188184,7,0.2571428571428565
328,24.888139,60.159765,7,0.1168831168831161
329,24.965902,60.191972,7,0.1168831168831161
330,24.973249,60.169159,5,0.0692307692307684
331,24.958402,60.192137,5,0.0692307692307684
332,24.924479,60.209801,5,0.6428571428571426
333,23.983673,60.216135,5,0.6428571428571426
334,22.000743,60.670469,5,0.0
335,25.05167,60.154182,5,0.4736842105263156
336,25.058405,60.254238,3,0.17307692307692282
337,25.478059,65.014588,3,0.0
338,24.777565,60.212879,5,0.0418604651162784
339,24.63558,60.203162,5,0.0418604651162784
340,26.704078,60.866495,5,0.0
341,24.976462,60.437446,5,0.18367346938775492
342,24.743036,60.215246,3,0.17307692307692282
343,22.416006,60.493221,3,0.0
344,24.911175,60.152557,5,0.5294117647058824
345,26.64127,61.977611,5,0.0
346,24.813111,60.232889,5,0.5999999999999994
347,25.029573,60.230653,5,0.5999999999999994
348,24.83047,60.22301,3,0.5625
349,24.804414,60.167629,3,0.5625
350,25.042781,60.323014,7,0.5625
351,24.65127,60.168959,7,0.5625
352,25.027822,60.188016,3,0.096774193548387
353,24.897166,60.202904,3,0.096774193548387
354,24.999974,60.270035,3,0.020785219399538098
355,25.029346,60.242245,3,0.020785219399538098
356,24.922615,60.200167,5,0.0013225569434235
357,24.918136,60.203729,5,0.0013225569434235
358,25.016679,60.373142,7,0.6428571428571426
359,24.784786,60.178727,7,0.6428571428571426
360,23.762786,61.194724,7,0.0
361,24.952256,60.307008,7,0.21951219512195103
362,24.198281,60.169691,7,0.39130434782608686
363,22.969018,59.827796,7,0.39130434782608686
364,24.921539,60.166443,7,0.6923076923076922
365,28.242057,62.75694,7,0.0
366,24.774872,60.169464,7,0.1914893617021272
367,29.842375,62.767649,7,0.0
368,24.295676,60.893719,7,0.0
369,24.918002,60.327336,7,0.1199999999999997
370,24.789532,60.16777,3,0.018711018711018004
371,25.749074,60.976938,3,0.0
372,24.921248,60.161096,3,0.9000000000000001
373,24.77125,60.191919,3,0.9000000000000001
374,22.960795,59.836552,3,0.5999999999999994
375,24.693561,60.171796,3,0.5999999999999994
376,24.196239,60.289388,3,0.3214285714285713
377,24.780793,60.174531,3,0.3214285714285713
378,24.992143,60.390033,3,0.6428571428571426
379,24.832043,60.182121,3,0.6428571428571426
380,25.02048,60.239007,3,0.011952191235059102
381,25.029571,60.779554,3,0.0
382,24.549185,60.476515,3,0.39130434782608686
383,24.10735,60.373631,3,0.39130434782608686
384,24.606554,60.22965,3,0.6428571428571426
385,28.46724,62.488911,3,0.0
386,24.956733,60.168803,3,0.023872679045092802
387,24.915652,60.160684,3,0.023872679045092802
388,24.956339,60.181845,3,0.1363636363636359
389,25.091879,60.421582,3,0.1363636363636359
390,24.804115,60.594228,3,0.7499999999999998
391,24.860539,60.260175,3,0.7499999999999998
392,30.256378,62.917682,3,0.0
393,24.64941,60.175667,3,0.18000000000000002
394,25.177555,60.287131,3,0.06976744186046491
395,24.81819,60.220602,3,0.06976744186046491
396,24.844938,60.649223,3,0.7499999999999998
397,24.998738,60.184573,3,0.7499999999999998
398,24.971643,60.295176,3,0.15254237288135522
399,22.285265,63.001204,3,0.0
400,24.729721,60.319497,7,0.0532544378698224
401,24.924191,60.200913,7,0.0532544378698224
402,24.826011,60.17376,3,0.7499999999999998
403,24.95649,60.169093,3,0.7499999999999998
404,24.958143,60.169798,7,0.0882352941176466
405,25.02144,60.227963,7,0.0882352941176466
406,22.276023,60.312092,7,0.0
407,24.95484,60.196389,7,0.2727272727272727
408,25.044015,60.23352,3,0.36000000000000004
409,22.377359,62.609268,3,0.0
410,24.94815,60.223302,3,0.6923076923076922
411,24.727066,60.172482,3,0.6923076923076922
412,25.030502,60.18893,7,0.2045454545454543
413,24.829652,60.221568,7,0.2045454545454543
414,24.075933,60.061181,3,0.34615384615384565
415,24.809578,60.210424,3,0.34615384615384565
416,27.925134,64.679514,3,0.0
417,25.00906,60.259483,3,0.37499999999999944
418,24.938601,60.171116,3,0.09000000000000001
419,25.491181,65.324983,3,0.0
420,22.410085,61.819624,3,0.0
421,24.906972,60.191502,3,0.7499999999999998
422,23.739759,61.206742,3,0.0
423,25.094544,60.587789,3,0.3214285714285713
424,21.95023,62.111394,3,0.0
425,24.820802,60.179055,3,0.5625
426,25.060459,60.162722,3,0.2499999999999993
427,24.919778,60.209882,3,0.2499999999999993
428,24.858694,60.236835,7,0.19565217391304343
429,24.734895,60.15089,7,0.19565217391304343
430,24.895305,60.253911,3,0.33333333333333304
431,24.80221,60.181013,3,0.33333333333333304
432,25.116085,60.455174,3,0.18367346938775492
433,23.618078,60.797849,3,0.0
434,25.040402,60.188474,7,0.1323529411764699
435,25.13245,60.23109,7,0.1323529411764699
436,24.672739,60.15666,3,0.2307692307692304
437,24.19716,60.062011,3,0.2307692307692304
438,24.68479,60.812636,7,0.0
439,24.743828,60.437851,7,0.7499999999999998
440,23.850371,61.173448,3,0.0
441,25.093659,60.203728,3,0.6428571428571426
442,25.118974,60.228968,3,0.11250000000000002
443,24.825221,60.187586,3,0.11250000000000002
444,24.889333,60.240534,7,0.7499999999999998
445,24.741538,60.2296,7,0.7499999999999998
446,25.027913,60.190607,7,0.17647058823529413
447,24.947049,60.210887,7,0.17647058823529413
448,24.865267,60.326838,7,0.37499999999999944
449,31.305334,62.718924,7,0.0
450,22.299807,60.455674,7,0.0
451,25.039927,60.14345,7,0.8181818181818181
452,24.957196,60.184083,7,0.6923076923076922
453,25.061488,60.209757,7,0.6923076923076922
454,25.108107,60.458472,7,0.34615384615384565
455,25.325551,60.397371,7,0.34615384615384565
456,24.760308,60.172545,7,0.4999999999999995
457,23.819079,60.368847,7,0.4999999999999995
458,24.823113,60.239558,7,0.5625
459,21.625531,60.639169,7,0.0
460,27.241337,63.513755,3,0.0
461,25.110576,60.455991,3,0.011508951406649402
462,24.988736,60.38588,3,0.1698113207547162
463,25.626315,60.364864,3,0.1698113207547162
464,24.879523,60.152494,3,0.28125
465,25.027761,60.280321,3,0.28125
466,24.962089,60.205707,3,0.9000000000000001
467,24.851582,60.407162,3,0.9000000000000001
468,24.942086,60.192303,6,0.6428571428571426
469,21.682278,63.126833,6,0.0
470,24.738567,60.14672,1,0.7499999999999998
471,25.690604,64.900887,1,0.0
472,24.845097,60.604927,6,0.34615384615384565
473,25.103011,60.287763,6,0.34615384615384565
474,25.102497,60.215519,6,0.2499999999999993
475,23.761111,61.197254,6,0.0
476,24.805638,60.235656,1,0.21428571428571422
477,24.747546,60.154526,1,0.21428571428571422
478,24.924834,60.179336,1,0.6923076923076922
479,24.287464,60.078737,1,0.6923076923076922
480,26.111994,66.275622,1,0.0
481,24.869351,60.163355,1,0.1499999999999994
482,24.944798,60.163416,1,1.0
483,25.218555,60.260708,1,1.0
484,25.074502,60.352416,6,0.17307692307692282
485,25.069591,60.258931,6,0.17307692307692282
486,24.969124,60.272692,1,0.0596026490066217
487,22.506127,60.019676,1,0.0
488,24.325269,60.102786,1,0.5294117647058824
489,25.655284,60.477131,1,0.5294117647058824
490,23.724255,61.474635,2,0.0
491,31.090261,62.505087,2,0.0
492,24.797346,60.17957,2,0.7499999999999998
493,28.551942,63.046916,2,0.0
494,24.76155,60.208476,2,0.1578947368421052
495,24.57961,60.256692,2,0.1578947368421052
496,25.007383,60.252865,2,0.10227272727272671
497,28.844088,61.228984,2,0.0
498,25.375659,65.323098,2,0.0
499,26.615001,60.934186,2,0.0
500,25.080168,60.415367,2,0.0789473684210526
501,25.087103,60.343945,2,0.0789473684210526
502,27.131892,60.561944,2,0.0
503,24.362913,61.796658,2,0.0
504,25.558036,64.991967,2,0.0
505,24.874422,60.279005,2,0.1698113207547162
506,24.993541,60.277895,2,0.36000000000000004
507,24.777561,60.16944,2,0.36000000000000004
508,25.045292,60.50331,2,0.0456852791878164
509,23.722274,62.599311,2,0.0
510,24.28487,60.341181,7,0.2727272727272727
511,24.893573,60.237471,7,0.2727272727272727
512,25.055082,60.220449,7,0.4736842105263156
513,24.878067,60.148528,7,0.4736842105263156
514,28.536881,61.134303,7,0.0
515,24.741644,60.239584,7,0.0692307692307684
516,24.884126,60.151018,7,0.8181818181818181
517,24.922888,60.169249,7,0.8181818181818181
518,23.829487,61.175386,7,0.0
519,24.602937,60.2405,7,0.36000000000000004
520,25.089743,60.397167,7,0.5625
521,23.108176,63.831765,7,0.0
522,24.692499,60.180806,7,0.5294117647058824
523,24.111675,60.274134,7,0.5294117647058824
524,24.948243,60.165181,7,0.8181818181818181
525,23.912678,59.968445,7,0.8181818181818181
526,24.979816,60.346792,7,0.1084337349397587
527,25.102591,60.348538,7,0.1084337349397587
528,24.866072,60.225033,7,0.8181818181818181
529,22.128878,61.321639,7,0.0
530,24.708311,60.239477,7,0.2571428571428565
531,25.016106,60.233279,7,0.2571428571428565
532,24.816428,60.243389,7,0.4736842105263156
533,27.889569,62.269539,7,0.0
534,24.859198,60.224232,7,0.9000000000000001
535,25.015042,60.254487,7,0.9000000000000001
536,24.197124,60.190233,7,0.4090909090909086
537,24.986366,60.303447,7,0.4090909090909086
538,25.084988,60.264293,3,0.34615384615384565
539,24.728058,60.160672,3,0.34615384615384565
540,25.474143,64.903996,3,0.0
541,25.472112,65.01338,3,0.0
542,24.959423,60.189252,3,0.012379642365887102
543,25.508765,61.1871,3,0.0
544,25.069746,60.262122,3,0.2999999999999997
545,24.954916,60.232157,3,0.2999999999999997
546,25.509426,62.277605,3,0.0
547,25.861183,60.67813,3,0.5625
548,25.06306,60.356369,3,0.025568181818181
549,25.248903,60.374141,3,0.025568181818181
550,25.090872,60.166426,3,0.4999999999999995
551,25.081925,60.26343,3,0.4999999999999995
552,24.529904,60.140002,3,0.6923076923076922
553,24.664568,60.163302,3,0.6923076923076922
554,25.002673,60.243918,3,0.4999999999999995
