,Lon,Lat,Day,E
0,26.858513,60.484243,6,0.0
1,24.977225,60.188244,6,0.0
2,21.82768,61.502983,6,0.0
3,24.848679,60.270063,6,0.9000000000000001
4,23.586064,68.388042,4,0.0
5,25.131323,60.335779,4,0.7499999999999998
6,23.624328,60.805252,4,0.0
7,24.897166,60.202904,4,0.2093023255813947
8,25.109126,60.475308,4,0.9000000000000001
9,24.901308,60.219945,4,0.9000000000000001
10,25.052147,60.181006,4,0.2093023255813947
11,24.94249,60.166867,4,0.2093023255813947
12,25.826713,60.403012,4,0.0
13,25.110944,60.402767,4,0.37499999999999944
14,24.924834,60.179336,4,0.5999999999999994
15,24.684114,60.158671,4,0.5999999999999994
16,24.352811,60.308892,4,0.0
17,23.844926,60.26191,4,0.0
18,24.504429,60.052152,4,0.0
19,24.924387,60.178203,4,0.2307692307692304
20,24.952156,60.153743,4,0.36000000000000004
21,24.904671,60.209995,4,0.0
22,25.041921,60.232542,4,0.7499999999999998
23,24.010301,60.016412,4,0.0
24,24.998482,61.072285,4,0.0
25,24.80084,60.245704,4,0.5999999999999994
26,24.232276,60.073406,4,0.0
27,25.046201,62.408118,4,0.0
28,25.133304,62.031136,4,0.0
29,24.957341,60.186511,4,0.5625
30,25.083158,63.298966,4,0.0
31,24.882861,60.230139,4,0.0502793296089381
32,24.658413,60.381817,4,0.0
33,21.976278,61.223894,4,0.0
34,25.080168,60.415367,1,0.1363636363636359
35,24.809839,60.217596,1,0.1363636363636359
36,24.533257,60.136143,1,0.2727272727272727
37,24.683159,60.205291,1,0.2727272727272727
38,24.909114,60.155558,6,0.7499999999999998
39,27.12301,60.560045,6,0.0
40,23.875785,60.330929,6,0.0
41,23.899208,60.634974,6,0.0
42,25.870248,62.238162,4,0.0
43,24.64438,60.214984,4,0.1475409836065572
44,24.921539,60.166443,4,0.9000000000000001
45,24.158443,60.083781,4,0.9000000000000001
46,24.762083,60.170512,4,0.06976744186046491
47,24.925134,60.152354,4,0.06976744186046491
48,24.842534,60.278957,4,0.0
49,24.745168,60.235266,4,0.290322580645161
50,24.416333,60.983363,4,0.0
51,24.901883,60.20279,4,0.34615384615384565
52,24.748799,60.159227,4,0.1199999999999997
53,24.86967,60.215633,4,0.1199999999999997
54,24.675386,60.138546,4,0.08181818181818101
55,24.876735,60.216984,4,0.08181818181818101
56,26.771502,60.755626,4,0.0
57,24.759409,60.178033,4,0.06382978723404181
58,24.344692,60.416163,4,0.0
59,24.927089,60.198933,4,0.21951219512195103
60,25.088214,60.413338,6,0.8181818181818181
61,24.878836,60.229954,6,0.8181818181818181
62,24.743036,60.215246,6,0.26470588235294074
63,25.071106,60.294007,6,0.26470588235294074
64,25.033139,60.193153,6,0.9000000000000001
65,22.138088,61.321862,6,0.0
66,24.878842,60.230765,6,0.6428571428571426
67,26.711317,60.923788,6,0.0
68,27.573815,62.211536,6,0.0
69,24.891694,60.209583,6,0.45000000000000007
70,25.046841,60.198745,6,0.3103448275862064
71,25.002843,60.273697,6,0.3103448275862064
72,24.943783,60.172513,6,0.0573248407643307
73,24.790015,60.16178,6,0.0
74,24.74015,60.184835,6,0.2368421052631578
75,24.950285,60.167458,6,0.2368421052631578
76,25.030072,60.195085,6,0.9000000000000001
77,25.14559,60.220759,6,0.9000000000000001
78,24.77336,60.242238,6,0.1698113207547162
79,23.45401,63.390869,6,0.0
80,24.836372,60.183719,6,0.33333333333333304
81,23.527036,60.809084,6,0.0
82,24.762944,60.164839,6,0.0
83,24.974131,60.20342,6,0.8181818181818181
84,24.651305,60.176006,6,0.1232876712328767
85,24.88093,60.161219,6,0.1232876712328767
86,24.84825,60.237812,6,0.33333333333333304
87,25.05212,60.322077,6,0.33333333333333304
88,24.920366,60.231477,6,0.2999999999999997
89,24.855267,60.249848,6,0.2999999999999997
90,25.54594,60.469806,6,0.0
91,25.60049,60.566529,6,0.0
92,25.134484,60.205162,6,0.36000000000000004
93,21.373312,60.218344,6,0.0
94,27.124034,60.551627,6,0.0
95,25.026617,60.191879,6,0.4999999999999995
96,24.983123,60.285004,6,0.0012735248337342002
97,24.971643,60.295176,6,0.0012735248337342002
98,24.798816,60.185405,6,0.1475409836065572
99,25.026618,60.379729,6,0.1475409836065572
100,24.948468,60.170132,3,0.17647058823529413
101,29.083695,61.882771,3,0.0
102,23.303491,60.048851,5,0.0
103,24.219027,60.138679,5,0.45000000000000007
104,24.325645,60.397904,5,0.0
105,23.618078,60.797849,5,0.0
106,24.873695,60.233601,5,0.290322580645161
107,25.024825,60.393409,5,0.290322580645161
108,24.831432,60.179175,5,0.059210526315789005
109,24.911141,60.190846,5,0.059210526315789005
110,24.981953,60.282094,5,0.1184210526315789
111,25.466463,60.900396,5,0.0
112,24.6203,60.160438,5,0.0
113,30.134255,62.795528,5,0.0
114,24.904345,60.227523,5,0.6923076923076922
115,24.871455,60.284754,5,0.6923076923076922
116,25.097204,60.200873,5,0.10227272727272671
117,24.963469,60.222982,5,0.10227272727272671
118,24.881278,60.194333,5,0.5625
119,24.902575,60.224209,5,0.5625
120,24.362146,60.578878,5,0.0
121,24.635329,60.414375,5,0.0
122,24.825651,60.180362,5,0.4736842105263156
123,24.007588,60.097183,5,0.0
124,24.770764,60.211471,5,0.33333333333333304
125,25.039637,60.319733,5,0.33333333333333304
126,25.005961,60.292875,5,0.0192719486081367
127,24.907331,60.165134,5,0.0192719486081367
128,22.284385,61.992849,5,0.0
129,25.491078,60.989213,5,0.0
130,24.760005,60.235784,5,0.8181818181818181
131,22.588993,60.647004,5,0.0
132,24.954445,60.2599,5,0.030927835051545602
133,24.962753,60.247512,5,0.030927835051545602
134,29.50097,64.12838,5,0.0
135,24.838572,60.338354,5,0.017578125
136,24.65986,60.192074,5,0.22500000000000003
137,24.806398,60.262334,5,0.0
138,24.657408,60.354133,5,0.0
139,24.670794,60.156831,5,0.8181818181818181
140,25.505862,60.984583,5,0.0
141,25.091578,60.534381,5,0.19565217391304343
142,25.096286,60.511695,5,0.0
143,24.963016,60.554621,5,0.5999999999999994
144,24.952287,60.193979,5,0.0010999755560979001
145,24.94765,60.186809,5,0.0010999755560979001
146,25.026679,60.310619,5,0.19565217391304343
147,25.076601,60.2602,5,0.19565217391304343
148,24.741446,60.219512,3,0.7499999999999998
149,24.961134,60.16831,3,0.7499999999999998
150,24.848055,60.225786,5,0.0098360655737697
151,24.534791,60.158498,5,0.0098360655737697
152,24.048492,60.294542,5,0.0
153,24.961624,60.224511,5,0.4999999999999995
154,25.105033,60.233963,3,0.45000000000000007
155,27.57539,62.692315,3,0.0
156,24.728499,60.167335,5,0.023255813953487702
157,25.089987,60.484657,5,0.023255813953487702
158,24.944175,60.214402,5,0.9000000000000001
159,24.675386,60.138546,5,0.9000000000000001
160,24.95504,60.168375,5,0.6923076923076922
161,25.666763,61.039148,5,0.0
162,24.750294,60.157348,5,0.1999999999999998
163,24.786329,60.174402,5,0.1999999999999998
164,24.85074,60.256643,5,0.0841121495327097
165,23.829376,61.494477,5,0.0
166,24.829898,60.245857,5,0.7499999999999998
167,24.759498,60.186537,5,0.7499999999999998
